investor_id,date,loan_id,amount,principal_payment,interest_payment
5,2022-09-13,389,929.2190593,783.784938,145.4341214
1,2022-09-13,622,-26250,-26250,0
3,2022-09-13,622,-11000,-11000,0
4,2022-09-13,622,-2500,-2500,0
2,2022-09-13,739,-80000,-80000,0
5,2022-09-13,739,-50000,-50000,0
4,2022-09-14,14,-2500,-2500,0
1,2022-09-14,222,2683.253306,1940.925306,742.3279994
3,2022-09-14,307,1124.410909,787.4208584,336.9900506
4,2022-09-14,307,255.5479339,178.959286,76.58864787
1,2022-09-14,518,-26250,-26250,0
4,2022-09-14,518,-2500,-2500,0
1,2022-09-14,521,-26250,-26250,0
3,2022-09-14,521,-11000,-11000,0
4,2022-09-14,521,-2500,-2500,0
1,2022-09-14,578,487.8400061,411.4870924,76.35291372
2,2022-09-14,578,1486.750495,1254.055901,232.6945942
3,2022-09-14,578,2555.352413,2155.408579,399.9438338
1,2022-09-14,626,-26250,-26250,0
4,2022-09-14,626,-2500,-2500,0
3,2022-09-14,698,1124.410909,840.1125742,284.2983348
4,2022-09-14,698,255.5479339,190.934676,64.61325791
1,2022-09-15,10,487.8400061,411.4870924,76.35291372
3,2022-09-15,10,2555.352413,2155.408579,399.9438338
4,2022-09-15,10,46.46095297,39.1892469,7.271706069
5,2022-09-15,10,929.2190593,783.784938,145.4341214
1,2022-09-15,148,928.3184858,852.582474,75.73601183
2,2022-09-15,148,2829.1611,2598.346587,230.8145122
3,2022-09-15,148,4862.62064,4465.908197,396.7124429
4,2022-09-15,148,88.41128436,81.19833085,7.212953507
5,2022-09-15,148,1768.225687,1623.966617,144.2590701
1,2022-09-15,150,928.3184858,852.582474,75.73601183
2,2022-09-15,150,2829.1611,2598.346587,230.8145122
3,2022-09-15,150,4862.62064,4465.908197,396.7124429
4,2022-09-15,150,88.41128436,81.19833085,7.212953507
5,2022-09-15,150,1768.225687,1623.966617,144.2590701
3,2022-09-15,172,10053.41556,8458.415563,1595
5,2022-09-15,172,4569.734347,3844.734347,725
1,2022-09-15,288,928.3184858,838.1934858,90.125
2,2022-09-15,288,2829.1611,2554.494433,274.6666667
4,2022-09-15,288,88.41128436,79.82795103,8.583333333
1,2022-09-15,443,2683.253306,1819.190806,864.0625
1,2022-09-15,574,2683.253306,1879.072503,804.1808026
3,2022-09-15,574,1124.410909,787.4208584,336.9900506
1,2022-09-15,633,487.8400061,404.5424471,83.29755906
2,2022-09-15,633,1486.750495,1232.891267,253.8592276
3,2022-09-15,633,2555.352413,2119.031866,436.3205475
5,2022-09-15,633,929.2190593,770.5570421,158.6620173
1,2022-09-15,709,2683.253306,2004.814098,678.4392081
4,2022-09-15,709,255.5479339,190.934676,64.61325791
1,2022-09-15,715,4892.630988,4439.628253,453.0027354
4,2022-09-15,715,465.964856,422.8217383,43.14311765
1,2022-09-15,720,4892.630988,4439.628253,453.0027354
3,2022-09-15,720,2050.245366,1860.415649,189.8297177
4,2022-09-15,720,465.964856,422.8217383,43.14311765
1,2022-09-15,737,2683.253306,1879.072503,804.1808026
3,2022-09-15,737,1124.410909,787.4208584,336.9900506
4,2022-09-15,737,255.5479339,178.959286,76.58864787
1,2022-09-15,769,487.8400061,418.5509542,69.28905197
2,2022-09-15,769,1486.750495,1275.58386,211.1666346
4,2022-09-15,769,46.46095297,39.86199564,6.59895733
5,2022-09-15,769,929.2190593,797.2399127,131.9791466
2,2022-09-15,856,2829.1611,2598.346587,230.8145122
1,2022-09-15,895,2683.253306,1940.925306,742.3279994
3,2022-09-15,895,1124.410909,813.3401283,311.0707807
1,2022-09-15,991,487.8400061,411.4870924,76.35291372
4,2022-09-15,991,46.46095297,39.1892469,7.271706069
5,2022-09-15,991,929.2190593,783.784938,145.4341214
1,2022-09-16,3,-5250,-5250,0
3,2022-09-16,3,-27500,-27500,0
5,2022-09-16,3,-10000,-10000,0
1,2022-09-16,44,4892.630988,4161.175534,731.4554539
3,2022-09-16,44,2050.245366,1743.7307,306.5146664
1,2022-09-16,87,-5250,-5250,0
2,2022-09-16,87,-16000,-16000,0
3,2022-09-16,87,-27500,-27500,0
4,2022-09-16,87,-500,-500,0
4,2022-09-16,131,-2500,-2500,0
2,2022-09-16,142,2829.1611,2554.494433,274.6666667
3,2022-09-16,142,4862.62064,4390.537307,472.0833333
5,2022-09-16,142,1768.225687,1596.559021,171.6666667
2,2022-09-16,167,14018.11664,13425.59417,592.5224695
3,2022-09-16,167,19274.91038,18460.19198,814.7183956
5,2022-09-16,167,8761.3229,8390.996356,370.3265435
1,2022-09-16,351,928.3184858,838.1934858,90.125
2,2022-09-16,351,2829.1611,2554.494433,274.6666667
5,2022-09-16,351,1768.225687,1596.559021,171.6666667
1,2022-09-16,485,928.3184858,838.1934858,90.125
3,2022-09-16,485,4862.62064,4390.537307,472.0833333
4,2022-09-16,497,-2500,-2500,0
1,2022-09-16,514,4892.630988,4298.147562,594.4834259
2,2022-09-16,879,14018.11664,13044.55933,973.5573087
3,2022-09-16,879,19274.91038,17936.26908,1338.641299
5,2022-09-16,879,8761.3229,8152.849582,608.473318
2,2022-09-16,952,1486.750495,1212.083828,274.6666667
3,2022-09-16,952,2555.352413,2083.26908,472.0833333
5,2022-09-16,952,929.2190593,757.5523927,171.6666667
3,2022-09-16,977,-11000,-11000,0
4,2022-09-16,977,-2500,-2500,0
1,2022-09-17,191,2683.253306,1879.072503,804.1808026
4,2022-09-17,191,255.5479339,178.959286,76.58864787
1,2022-09-17,200,2683.253306,1879.072503,804.1808026
1,2022-09-17,290,4892.630988,4298.147562,594.4834259
4,2022-09-17,290,465.964856,409.3473869,56.61746914
1,2022-09-17,358,4892.630988,4439.628253,453.0027354
4,2022-09-17,358,465.964856,422.8217383,43.14311765
1,2022-09-17,380,-26250,-26250,0
4,2022-09-17,380,-2500,-2500,0
3,2022-09-17,500,19274.91038,18196.34498,1078.565398
1,2022-09-17,575,2683.253306,1879.072503,804.1808026
3,2022-09-17,575,1124.410909,787.4208584,336.9900506
4,2022-09-17,575,255.5479339,178.959286,76.58864787
1,2022-09-17,611,928.3184858,838.1934858,90.125
2,2022-09-17,611,2829.1611,2554.494433,274.6666667
4,2022-09-17,611,88.41128436,79.82795103,8.583333333
2,2022-09-17,646,-16000,-16000,0
3,2022-09-17,745,-110000,-110000,0
5,2022-09-17,745,-50000,-50000,0
1,2022-09-17,793,487.8400061,418.5509542,69.28905197
2,2022-09-17,793,1486.750495,1275.58386,211.1666346
4,2022-09-17,793,46.46095297,39.86199564,6.59895733
5,2022-09-17,793,929.2190593,797.2399127,131.9791466
1,2022-09-17,794,-26250,-26250,0
1,2022-09-17,836,-26250,-26250,0
4,2022-09-17,836,-2500,-2500,0
1,2022-09-18,70,2683.253306,1940.925306,742.3279994
4,2022-09-18,70,255.5479339,184.8500292,70.69790471
4,2022-09-18,243,-2500,-2500,0
1,2022-09-18,297,487.8400061,411.4870924,76.35291372
2,2022-09-18,297,1486.750495,1254.055901,232.6945942
4,2022-09-18,297,46.46095297,39.1892469,7.271706069
5,2022-09-18,297,929.2190593,783.784938,145.4341214
1,2022-09-18,344,928.3184858,838.1934858,90.125
3,2022-09-18,344,4862.62064,4390.537307,472.0833333
2,2022-09-18,410,14018.11664,12858.11664,1160
3,2022-09-18,410,19274.91038,17679.91038,1595
5,2022-09-18,410,8761.3229,8036.3229,725
3,2022-09-18,610,1124.410909,813.3401283,311.0707807
4,2022-09-18,610,255.5479339,184.8500292,70.69790471
1,2022-09-18,960,2683.253306,1819.190806,864.0625
3,2022-09-18,992,2050.245366,1801.128502,249.1168642
4,2022-09-18,992,465.964856,409.3473869,56.61746914
3,2022-09-19,61,1124.410909,813.3401283,311.0707807
4,2022-09-19,61,255.5479339,184.8500292,70.69790471
1,2022-09-19,218,4892.630988,4439.628253,453.0027354
4,2022-09-19,218,465.964856,422.8217383,43.14311765
1,2022-09-19,257,487.8400061,404.5424471,83.29755906
2,2022-09-19,257,1486.750495,1232.891267,253.8592276
3,2022-09-19,257,2555.352413,2119.031866,436.3205475
4,2022-09-19,257,46.46095297,38.5278521,7.933100863
5,2022-09-19,257,929.2190593,770.5570421,158.6620173
1,2022-09-19,372,-26250,-26250,0
3,2022-09-19,372,-11000,-11000,0
4,2022-09-19,372,-2500,-2500,0
1,2022-09-19,454,928.3184858,838.1934858,90.125
3,2022-09-19,454,4862.62064,4390.537307,472.0833333
4,2022-09-19,454,88.41128436,79.82795103,8.583333333
5,2022-09-19,454,1768.225687,1596.559021,171.6666667
1,2022-09-19,459,4892.630988,4298.147562,594.4834259
4,2022-09-19,459,465.964856,409.3473869,56.61746914
1,2022-09-19,534,2683.253306,1940.925306,742.3279994
1,2022-09-19,542,2683.253306,1879.072503,804.1808026
4,2022-09-19,542,255.5479339,178.959286,76.58864787
1,2022-09-19,630,4892.630988,4161.175534,731.4554539
4,2022-09-19,630,465.964856,396.3024318,69.66242418
1,2022-09-19,680,2683.253306,1879.072503,804.1808026
3,2022-09-19,680,1124.410909,787.4208584,336.9900506
4,2022-09-19,680,255.5479339,178.959286,76.58864787
1,2022-09-19,985,487.8400061,397.7150061,90.125
3,2022-09-19,985,2555.352413,2083.26908,472.0833333
4,2022-09-19,985,46.46095297,37.87761963,8.583333333
2,2022-09-20,350,1486.750495,1232.891267,253.8592276
3,2022-09-20,350,2555.352413,2119.031866,436.3205475
4,2022-09-20,350,46.46095297,38.5278521,7.933100863
5,2022-09-20,350,929.2190593,770.5570421,158.6620173
2,2022-09-20,364,1486.750495,1232.891267,253.8592276
3,2022-09-20,364,2555.352413,2119.031866,436.3205475
4,2022-09-20,364,46.46095297,38.5278521,7.933100863
5,2022-09-20,544,4569.734347,3957.039998,612.6943485
1,2022-09-20,688,4892.630988,4028.568488,864.0625
1,2022-09-20,736,2683.253306,1940.925306,742.3279994
5,2022-09-20,746,4569.734347,3900.482995,669.251352
1,2022-09-21,47,487.8400061,397.7150061,90.125
2,2022-09-21,47,1486.750495,1212.083828,274.6666667
3,2022-09-21,47,2555.352413,2083.26908,472.0833333
4,2022-09-21,47,46.46095297,37.87761963,8.583333333
5,2022-09-21,47,929.2190593,757.5523927,171.6666667
2,2022-09-21,205,1486.750495,1212.083828,274.6666667
4,2022-09-21,205,46.46095297,37.87761963,8.583333333
5,2022-09-21,205,929.2190593,757.5523927,171.6666667
2,2022-09-21,274,1486.750495,1212.083828,274.6666667
3,2022-09-21,274,2555.352413,2083.26908,472.0833333
1,2022-09-21,391,2683.253306,1819.190806,864.0625
1,2022-09-21,492,4892.630988,4028.568488,864.0625
3,2022-09-21,492,2050.245366,1688.162033,362.0833333
1,2022-09-21,714,4892.630988,4439.628253,453.0027354
3,2022-09-21,714,2050.245366,1860.415649,189.8297177
4,2022-09-21,714,465.964856,422.8217383,43.14311765
1,2022-09-21,723,2683.253306,1819.190806,864.0625
1,2022-09-21,831,-26250,-26250,0
2,2022-09-21,861,-80000,-80000,0
1,2022-09-21,891,-5250,-5250,0
2,2022-09-21,891,-16000,-16000,0
3,2022-09-21,891,-27500,-27500,0
3,2022-09-21,910,-11000,-11000,0
4,2022-09-21,910,-2500,-2500,0
1,2022-09-21,941,2683.253306,1819.190806,864.0625
4,2022-09-21,941,255.5479339,173.2562672,82.29166667
1,2022-09-22,55,2683.253306,1940.925306,742.3279994
1,2022-09-22,59,928.3184858,852.582474,75.73601183
3,2022-09-22,59,4862.62064,4465.908197,396.7124429
4,2022-09-22,59,88.41128436,81.19833085,7.212953507
1,2022-09-22,67,-26250,-26250,0
3,2022-09-22,67,-11000,-11000,0
4,2022-09-22,67,-2500,-2500,0
1,2022-09-22,94,-5250,-5250,0
3,2022-09-22,94,-27500,-27500,0
3,2022-09-22,108,-11000,-11000,0
4,2022-09-22,108,-2500,-2500,0
1,2022-09-22,117,487.8400061,404.5424471,83.29755906
3,2022-09-22,117,2555.352413,2119.031866,436.3205475
4,2022-09-22,117,46.46095297,38.5278521,7.933100863
4,2022-09-22,128,465.964856,396.3024318,69.66242418
5,2022-09-22,151,4569.734347,3844.734347,725
5,2022-09-22,171,4569.734347,3957.039998,612.6943485
1,2022-09-22,223,928.3184858,852.582474,75.73601183
2,2022-09-22,223,2829.1611,2598.346587,230.8145122
3,2022-09-22,223,4862.62064,4465.908197,396.7124429
5,2022-09-22,223,1768.225687,1623.966617,144.2590701
1,2022-09-22,247,487.8400061,397.7150061,90.125
4,2022-09-22,247,46.46095297,37.87761963,8.583333333
5,2022-09-22,247,929.2190593,757.5523927,171.6666667
1,2022-09-22,465,2683.253306,1879.072503,804.1808026
3,2022-09-22,465,1124.410909,787.4208584,336.9900506
4,2022-09-22,465,255.5479339,178.959286,76.58864787
1,2022-09-22,528,-26250,-26250,0
4,2022-09-22,528,-2500,-2500,0
1,2022-09-22,541,-5250,-5250,0
2,2022-09-22,541,-16000,-16000,0
3,2022-09-22,541,-27500,-27500,0
5,2022-09-22,541,-10000,-10000,0
1,2022-09-22,616,-26250,-26250,0
4,2022-09-22,616,-2500,-2500,0
1,2022-09-22,641,928.3184858,838.1934858,90.125
2,2022-09-22,641,2829.1611,2554.494433,274.6666667
5,2022-09-22,641,1768.225687,1596.559021,171.6666667
1,2022-09-22,672,928.3184858,882.1057236,46.21276224
1,2022-09-22,678,2683.253306,1940.925306,742.3279994
3,2022-09-22,678,1124.410909,813.3401283,311.0707807
4,2022-09-22,678,255.5479339,184.8500292,70.69790471
1,2022-09-22,707,-5250,-5250,0
3,2022-09-22,707,-27500,-27500,0
4,2022-09-22,707,-500,-500,0
3,2022-09-22,733,-11000,-11000,0
4,2022-09-22,733,-2500,-2500,0
1,2022-09-22,811,487.8400061,418.5509542,69.28905197
3,2022-09-22,811,2555.352413,2192.40976,362.9426532
5,2022-09-22,811,929.2190593,797.2399127,131.9791466
1,2022-09-22,834,928.3184858,852.582474,75.73601183
4,2022-09-22,834,88.41128436,81.19833085,7.212953507
5,2022-09-22,834,1768.225687,1623.966617,144.2590701
1,2022-09-22,884,2683.253306,2004.814098,678.4392081
3,2022-09-22,884,1124.410909,840.1125742,284.2983348
1,2022-09-23,105,487.8400061,404.5424471,83.29755906
2,2022-09-23,105,1486.750495,1232.891267,253.8592276
4,2022-09-23,105,46.46095297,38.5278521,7.933100863
5,2022-09-23,105,929.2190593,770.5570421,158.6620173
3,2022-09-23,132,4862.62064,4542.572954,320.0476855
4,2022-09-23,132,88.41128436,82.59223553,5.819048828
1,2022-09-23,164,4892.630988,4439.628253,453.0027354
3,2022-09-23,164,2050.245366,1860.415649,189.8297177
1,2022-09-23,280,2683.253306,1819.190806,864.0625
3,2022-09-23,280,1124.410909,762.3275757,362.0833333
2,2022-09-23,407,1486.750495,1254.055901,232.6945942
5,2022-09-23,407,929.2190593,783.784938,145.4341214
1,2022-09-23,687,2683.253306,1940.925306,742.3279994
3,2022-09-23,687,1124.410909,813.3401283,311.0707807
2,2022-09-23,751,7311.574955,6151.574955,1160
3,2022-09-23,751,10053.41556,8458.415563,1595
5,2022-09-23,751,4569.734347,3844.734347,725
2,2022-09-23,964,1486.750495,1254.055901,232.6945942
4,2022-09-23,964,46.46095297,39.1892469,7.271706069
5,2022-09-23,964,929.2190593,783.784938,145.4341214
1,2022-09-24,8,2683.253306,1819.190806,864.0625
4,2022-09-24,8,255.5479339,173.2562672,82.29166667
5,2022-09-24,46,1768.225687,1596.559021,171.6666667
1,2022-09-24,146,487.8400061,397.7150061,90.125
5,2022-09-24,146,929.2190593,757.5523927,171.6666667
2,2022-09-24,377,-80000,-80000,0
1,2022-09-24,384,928.3184858,867.2184731,61.10001269
4,2022-09-24,384,88.41128436,82.59223553,5.819048828
5,2022-09-24,384,1768.225687,1651.844711,116.3809766
3,2022-09-24,385,4862.62064,4542.572954,320.0476855
4,2022-09-24,385,88.41128436,82.59223553,5.819048828
4,2022-09-24,457,465.964856,409.3473869,56.61746914
1,2022-09-24,601,2683.253306,1819.190806,864.0625
4,2022-09-24,601,255.5479339,173.2562672,82.29166667
1,2022-09-24,804,928.3184858,852.582474,75.73601183
4,2022-09-24,804,88.41128436,81.19833085,7.212953507
1,2022-09-24,993,4892.630988,4298.147562,594.4834259
4,2022-09-24,993,465.964856,409.3473869,56.61746914
4,2022-09-25,152,46.46095297,38.5278521,7.933100863
3,2022-09-25,178,10053.41556,8831.717572,1221.697991
1,2022-09-25,196,4892.630988,4028.568488,864.0625
4,2022-09-25,196,465.964856,383.6731893,82.29166667
1,2022-09-25,231,2683.253306,2004.814098,678.4392081
1,2022-09-25,232,928.3184858,882.1057236,46.21276224
2,2022-09-25,232,2829.1611,2688.322205,140.8388944
3,2022-09-25,232,4862.62064,4620.55379,242.0668498
4,2022-09-25,232,88.41128436,84.01006891,4.401215451
5,2022-09-25,232,1768.225687,1680.201378,88.02430902
1,2022-09-25,293,487.8400061,411.4870924,76.35291372
5,2022-09-25,293,929.2190593,783.784938,145.4341214
2,2022-09-25,354,-80000,-80000,0
3,2022-09-25,354,-110000,-110000,0
5,2022-09-25,354,-50000,-50000,0
1,2022-09-25,558,2683.253306,2004.814098,678.4392081
1,2022-09-25,569,928.3184858,867.2184731,61.10001269
2,2022-09-25,569,2829.1611,2642.951537,186.2095625
4,2022-09-25,569,88.41128436,82.59223553,5.819048828
1,2022-09-25,570,928.3184858,852.582474,75.73601183
2,2022-09-25,570,2829.1611,2598.346587,230.8145122
4,2022-09-25,570,88.41128436,81.19833085,7.212953507
1,2022-09-25,651,928.3184858,838.1934858,90.125
2,2022-09-25,651,2829.1611,2554.494433,274.6666667
4,2022-09-25,651,88.41128436,79.82795103,8.583333333
1,2022-09-25,702,487.8400061,418.5509542,69.28905197
5,2022-09-25,702,929.2190593,797.2399127,131.9791466
1,2022-09-25,767,-26250,-26250,0
3,2022-09-25,767,-11000,-11000,0
2,2022-09-25,869,1486.750495,1254.055901,232.6945942
3,2022-09-25,869,2555.352413,2155.408579,399.9438338
5,2022-09-25,869,929.2190593,783.784938,145.4341214
1,2022-09-25,934,2683.253306,1879.072503,804.1808026
3,2022-09-25,934,1124.410909,787.4208584,336.9900506
2,2022-09-25,948,1486.750495,1212.083828,274.6666667
3,2022-09-25,948,2555.352413,2083.26908,472.0833333
3,2022-09-25,978,2555.352413,2119.031866,436.3205475
4,2022-09-25,978,46.46095297,38.5278521,7.933100863
5,2022-09-25,978,929.2190593,770.5570421,158.6620173
1,2022-09-26,20,4892.630988,4161.175534,731.4554539
3,2022-09-26,74,19274.91038,17936.26908,1338.641299
5,2022-09-26,74,8761.3229,8152.849582,608.473318
2,2022-09-26,180,1486.750495,1232.891267,253.8592276
3,2022-09-26,180,2555.352413,2119.031866,436.3205475
4,2022-09-26,180,46.46095297,38.5278521,7.933100863
5,2022-09-26,180,929.2190593,770.5570421,158.6620173
1,2022-09-26,207,2683.253306,1879.072503,804.1808026
3,2022-09-26,207,1124.410909,787.4208584,336.9900506
4,2022-09-26,207,255.5479339,178.959286,76.58864787
1,2022-09-26,379,4892.630988,4028.568488,864.0625
4,2022-09-26,379,465.964856,383.6731893,82.29166667
2,2022-09-26,394,-16000,-16000,0
3,2022-09-26,394,-27500,-27500,0
4,2022-09-26,394,-500,-500,0
5,2022-09-26,394,-10000,-10000,0
1,2022-09-26,415,4892.630988,4028.568488,864.0625
4,2022-09-26,415,465.964856,383.6731893,82.29166667
1,2022-09-26,565,928.3184858,838.1934858,90.125
4,2022-09-26,565,88.41128436,79.82795103,8.583333333
5,2022-09-26,565,1768.225687,1596.559021,171.6666667
2,2022-09-26,573,7311.574955,6240.772792,1070.802163
1,2022-09-26,653,2683.253306,1819.190806,864.0625
4,2022-09-26,653,255.5479339,173.2562672,82.29166667
1,2022-09-26,758,2683.253306,1879.072503,804.1808026
4,2022-09-26,758,255.5479339,178.959286,76.58864787
1,2022-09-27,89,2683.253306,2004.814098,678.4392081
2,2022-09-27,100,14018.11664,13044.55933,973.5573087
3,2022-09-27,100,19274.91038,17936.26908,1338.641299
5,2022-09-27,143,-50000,-50000,0
1,2022-09-27,190,2683.253306,2004.814098,678.4392081
3,2022-09-27,190,1124.410909,840.1125742,284.2983348
4,2022-09-27,190,255.5479339,190.934676,64.61325791
1,2022-09-27,227,928.3184858,882.1057236,46.21276224
2,2022-09-27,227,2829.1611,2688.322205,140.8388944
3,2022-09-27,227,4862.62064,4620.55379,242.0668498
5,2022-09-27,227,1768.225687,1680.201378,88.02430902
1,2022-09-27,253,-26250,-26250,0
1,2022-09-27,258,487.8400061,418.5509542,69.28905197
2,2022-09-27,258,1486.750495,1275.58386,211.1666346
4,2022-09-27,258,46.46095297,39.86199564,6.59895733
5,2022-09-27,258,929.2190593,797.2399127,131.9791466
1,2022-09-27,348,-26250,-26250,0
3,2022-09-27,348,-11000,-11000,0
4,2022-09-27,348,-2500,-2500,0
1,2022-09-27,425,-5250,-5250,0
2,2022-09-27,425,-16000,-16000,0
1,2022-09-27,458,-5250,-5250,0
1,2022-09-27,742,4892.630988,4298.147562,594.4834259
4,2022-09-27,742,465.964856,409.3473869,56.61746914
2,2022-09-27,780,-16000,-16000,0
4,2022-09-27,780,-500,-500,0
2,2022-09-27,789,7311.574955,6423.067325,888.5076297
3,2022-09-27,823,10053.41556,8705.487996,1347.927567
5,2022-09-27,823,4569.734347,3957.039998,612.6943485
1,2022-09-27,866,2683.253306,1940.925306,742.3279994
4,2022-09-27,866,255.5479339,184.8500292,70.69790471
1,2022-09-27,894,487.8400061,397.7150061,90.125
2,2022-09-27,894,1486.750495,1212.083828,274.6666667
3,2022-09-27,894,2555.352413,2083.26908,472.0833333
4,2022-09-27,894,46.46095297,37.87761963,8.583333333
2,2022-09-27,951,1486.750495,1254.055901,232.6945942
3,2022-09-27,951,2555.352413,2155.408579,399.9438338
4,2022-09-27,951,46.46095297,39.1892469,7.271706069
3,2022-09-27,987,2555.352413,2119.031866,436.3205475
4,2022-09-27,987,46.46095297,38.5278521,7.933100863
2,2022-09-28,163,1486.750495,1275.58386,211.1666346
4,2022-09-28,163,46.46095297,39.86199564,6.59895733
1,2022-09-28,286,928.3184858,852.582474,75.73601183
4,2022-09-28,286,88.41128436,81.19833085,7.212953507
1,2022-09-28,355,4892.630988,4439.628253,453.0027354
3,2022-09-28,355,2050.245366,1860.415649,189.8297177
4,2022-09-28,355,465.964856,422.8217383,43.14311765
1,2022-09-28,446,2683.253306,1879.072503,804.1808026
4,2022-09-28,446,255.5479339,178.959286,76.58864787
2,2022-09-28,448,14018.11664,13233.70544,784.4111984
5,2022-09-28,448,8761.3229,8271.065901,490.256999
4,2022-09-28,506,255.5479339,173.2562672,82.29166667
1,2022-09-28,549,487.8400061,404.5424471,83.29755906
3,2022-09-28,592,1124.410909,867.7662798,256.6446292
1,2022-09-28,620,2683.253306,1819.190806,864.0625
4,2022-09-28,620,255.5479339,173.2562672,82.29166667
1,2022-09-28,781,4892.630988,4585.766016,306.864972
3,2022-09-28,781,2050.245366,1921.65433,128.5910359
4,2022-09-28,781,465.964856,436.7396206,29.22523543
3,2022-09-28,787,4862.62064,4465.908197,396.7124429
1,2022-09-28,880,487.8400061,411.4870924,76.35291372
5,2022-09-28,880,929.2190593,783.784938,145.4341214
2,2022-09-28,931,1486.750495,1275.58386,211.1666346
3,2022-09-28,931,2555.352413,2192.40976,362.9426532
4,2022-09-28,931,46.46095297,39.86199564,6.59895733
5,2022-09-28,931,929.2190593,797.2399127,131.9791466
4,2022-09-28,956,88.41128436,79.82795103,8.583333333
2,2022-09-28,983,1486.750495,1212.083828,274.6666667
4,2022-09-28,983,46.46095297,37.87761963,8.583333333
1,2022-09-29,26,-26250,-26250,0
4,2022-09-29,26,-2500,-2500,0
1,2022-09-29,60,4892.630988,4439.628253,453.0027354
4,2022-09-29,60,465.964856,422.8217383,43.14311765
3,2022-09-29,228,1124.410909,840.1125742,284.2983348
1,2022-09-29,255,487.8400061,397.7150061,90.125
2,2022-09-29,255,1486.750495,1212.083828,274.6666667
4,2022-09-29,255,46.46095297,37.87761963,8.583333333
5,2022-09-29,255,929.2190593,757.5523927,171.6666667
1,2022-09-29,289,2683.253306,1819.190806,864.0625
4,2022-09-29,289,255.5479339,173.2562672,82.29166667
2,2022-09-29,332,1486.750495,1254.055901,232.6945942
4,2022-09-29,332,46.46095297,39.1892469,7.271706069
1,2022-09-29,343,-26250,-26250,0
2,2022-09-29,381,1486.750495,1297.481383,189.2691116
3,2022-09-29,381,2555.352413,2230.046128,325.3062856
4,2022-09-29,381,46.46095297,40.54629323,5.914659738
3,2022-09-29,548,10053.41556,8581.062588,1472.352974
5,2022-09-29,548,4569.734347,3900.482995,669.251352
1,2022-09-29,585,4892.630988,4439.628253,453.0027354
1,2022-09-29,615,2683.253306,1940.925306,742.3279994
3,2022-09-29,615,1124.410909,813.3401283,311.0707807
4,2022-09-29,615,255.5479339,184.8500292,70.69790471
1,2022-09-29,676,2683.253306,1819.190806,864.0625
3,2022-09-29,676,1124.410909,762.3275757,362.0833333
4,2022-09-29,676,255.5479339,173.2562672,82.29166667
3,2022-09-29,921,1124.410909,762.3275757,362.0833333
1,2022-09-30,455,-26250,-26250,0
3,2022-09-30,583,1124.410909,762.3275757,362.0833333
4,2022-09-30,583,255.5479339,173.2562672,82.29166667
1,2022-09-30,677,2683.253306,1940.925306,742.3279994
4,2022-09-30,677,255.5479339,184.8500292,70.69790471
1,2022-09-30,842,2683.253306,1940.925306,742.3279994
3,2022-09-30,842,1124.410909,813.3401283,311.0707807
4,2022-09-30,842,255.5479339,184.8500292,70.69790471
1,2022-09-30,907,4892.630988,4439.628253,453.0027354
4,2022-09-30,907,465.964856,422.8217383,43.14311765
1,2022-09-30,973,-26250,-26250,0
3,2022-09-30,973,-11000,-11000,0
4,2022-09-30,973,-2500,-2500,0
1,2022-09-30,988,-26250,-26250,0
3,2022-09-30,988,-11000,-11000,0
4,2022-09-30,988,-2500,-2500,0
5,2022-09-30,998,4569.734347,3844.734347,725
3,2022-10-01,5,1124.410909,813.3401283,311.0707807
1,2022-10-01,234,4892.630988,4028.568488,864.0625
3,2022-10-01,234,2050.245366,1688.162033,362.0833333
4,2022-10-01,234,465.964856,383.6731893,82.29166667
1,2022-10-01,248,4892.630988,4439.628253,453.0027354
3,2022-10-01,282,1124.410909,867.7662798,256.6446292
4,2022-10-01,282,255.5479339,197.219609,58.32832483
3,2022-10-01,315,-27500,-27500,0
1,2022-10-01,371,-26250,-26250,0
3,2022-10-01,371,-11000,-11000,0
1,2022-10-01,421,-26250,-26250,0
3,2022-10-01,421,-11000,-11000,0
4,2022-10-01,421,-2500,-2500,0
4,2022-10-01,426,88.41128436,81.19833085,7.212953507
1,2022-10-01,526,2683.253306,2070.805895,612.4474107
3,2022-10-01,526,1124.410909,867.7662798,256.6446292
4,2022-10-01,526,255.5479339,197.219609,58.32832483
1,2022-10-01,599,4892.630988,4585.766016,306.864972
3,2022-10-01,599,2050.245366,1921.65433,128.5910359
4,2022-10-01,599,465.964856,436.7396206,29.22523543
4,2022-10-01,826,465.964856,422.8217383,43.14311765
1,2022-10-01,890,487.8400061,411.4870924,76.35291372
3,2022-10-01,890,2555.352413,2155.408579,399.9438338
5,2022-10-01,890,929.2190593,783.784938,145.4341214
4,2022-10-01,945,-2500,-2500,0
1,2022-10-02,21,487.8400061,425.7360789,62.10392725
2,2022-10-02,21,1486.750495,1297.481383,189.2691116
1,2022-10-02,215,2683.253306,1819.190806,864.0625
4,2022-10-02,215,255.5479339,173.2562672,82.29166667
2,2022-10-02,217,1486.750495,1232.891267,253.8592276
4,2022-10-02,217,46.46095297,38.5278521,7.933100863
5,2022-10-02,217,929.2190593,770.5570421,158.6620173
2,2022-10-02,272,14018.11664,12858.11664,1160
1,2022-10-02,296,487.8400061,404.5424471,83.29755906
2,2022-10-02,296,1486.750495,1232.891267,253.8592276
